date,open,high,low,close,upper_shadow,lower_shadow,real_body,slope,indicator
2012-03-15,21.41464233398437,21.42892837524414,20.662500381469727,20.912857055664066,-0.014286041259769178,-0.2503566741943395,-0.5017852783203054,,neutral
2012-03-16,21.667993080848508,21.230310188257455,20.14481859495298,20.93057184808068,0.4376828925910523,-0.7857532531277016,-0.7374212327678258,,neutral
2012-03-19,21.29130551520328,20.65811372379542,21.091189525559198,21.007296118560916,0.6331917914078602,0.08389340699828196,-0.28400939664236446,,neutral
2012-03-20,21.03076099620558,20.956985773825586,21.256923928653194,21.646663532772738,-0.6896777589471519,-0.22616293244761465,0.6159025365671589,,neutral
2012-03-21,21.133867862171712,22.110651958532266,21.792767225607825,21.902598627471814,0.20805333106045154,-0.6588993634361131,0.7687307653001021,,neutral
2012-03-22,21.289005601784176,21.98336392595358,22.75041229915686,21.36350776483385,0.6198561611197277,-1.4614066973726842,0.07450216304967583,,neutral
2012-03-23,20.317813294665214,20.66620869007872,21.527746938090214,22.64844687750804,-1.9822381874293207,-1.2099336434249999,2.3306335828428253,,neutral
2012-03-26,23.340316299524368,23.42829541608341,22.727966312154226,23.44744619101512,-0.01915077493170969,0.6123499873701412,0.10712989149075369,,neutral
2012-03-27,23.30681688936565,23.75573926967495,23.31618032439761,23.163991847208738,-0.44892238030930187,0.15218847718887218,-0.14282504215691105,,neutral
2012-03-28,23.267075723023577,22.97217247458923,23.955451452522784,23.29729913956088,-0.325126664971652,-0.6883757294992066,0.03022341653730365,,neutral
2012-03-29,23.563567129050174,23.167263516153323,24.062158046741384,22.914773800500427,0.3963036128968511,1.1473842462409571,-0.6487933285497469,,neutral
2012-03-30,23.333184133121193,22.78095353468327,22.408566320701777,22.670433519090768,0.552230598437923,-0.2618671983889911,-0.6627506140304256,,neutral
2012-04-02,22.225512508429297,22.599237569099824,22.503263840661415,22.86523549837048,-0.26599792927065735,-0.2777513322321177,0.639722989941184,,neutral
2012-04-03,23.225512425138806,22.822645828422647,22.87422573634819,23.048916274837627,0.40286659671615865,-0.17469053848943616,-0.17659615030117948,,neutral
2012-04-04,22.751926221896003,23.39552563656279,23.561495842573546,23.18633836007964,0.20918727648314928,-0.8095696206775429,0.4344121381836388,,neutral
2012-04-05,24.693820146922263,23.631880937073248,23.145658931162853,23.009360591370076,1.0619392098490152,0.13629833979277706,-1.6844595555521877,,neutral
2012-04-09,22.89449745935276,22.807366519929598,23.689378791691688,22.650163347326323,0.08713093942316164,1.0392154443653645,-0.2443341120264364,,neutral
2012-04-10,22.625386720974628,22.43917982634696,23.271683510034,21.913414805970973,0.18620689462766649,1.3582687040630255,-0.7119719150036552,,neutral
2012-04-11,21.730598923190644,21.883552670560736,22.111180264138817,22.180912231726605,-0.2973595611658695,-0.3805813409481722,0.45031330853596074,,neutral
2012-04-12,22.079551090492195,22.638928897142325,22.378528674815378,23.561822674758048,-0.9228937776157231,-0.29897758432318255,1.4822715842658525,,neutral
2012-04-13,22.682452822741922,23.87508489076698,22.980798807950638,23.138175585919583,0.7369093048473978,-0.2983459852087158,0.45572276317766125,,neutral
2012-04-16,24.382631958839735,23.96882031663712,22.116710889807106,23.038678942326012,0.4138116422026137,-0.9219680525189062,-1.3439530165137228,,neutral
2012-04-17,23.022577750864357,22.117501091388,23.03459342176415,23.282051535748742,-1.1645504443607422,-0.012015670899792497,0.2594737848843849,,neutral
2012-04-18,23.4369003169579,22.411456143235444,23.95756065472452,23.4439484878125,-1.0324923445770544,-0.5206603377666212,0.0070481708545990784,,neutral
2012-04-19,23.429950860308796,23.12342667712512,23.88775653037255,23.99259445377969,-0.8691677766545709,-0.4578056700637525,0.5626435934708951,,neutral
