1.986576736253979902e-01,6.377236125962657542e-01,5.635388945554107298e-01,5.162374072471057618e-01
2.116690397346374652e-01,3.696002386628856606e-01,4.764213760002350972e-01,5.721778900451760519e-01
2.182255428033599287e-01,4.320517374877109185e-01,3.187380015149023915e-01,5.696940189664472243e-01
2.142432878911151306e-01,6.139521092556775583e-01,4.818612501546593041e-01,4.826019518028165645e-01
2.094362373914577802e-01,7.102647136165941566e-01,3.848989045757670868e-01,4.125010308269994597e-01
1.973673427232469635e-01,4.027557176769873681e-01,5.443637291814180657e-01,4.472106944751282898e-01
1.851949891588446917e-01,6.795958761470191067e-01,6.346280820801284417e-01,2.312984260016285321e-01
1.884019442011677370e-01,4.982681142925780571e-01,5.371599358504333122e-01,5.623988813901807937e-01
2.042238188108242980e-01,3.257004819406937313e-01,4.814571519766466801e-01,6.959529276482969706e-01
1.937916710331748504e-01,6.132133681343840959e-01,6.832129068036824071e-01,3.772732331047218279e-01
1.954713736215794029e-01,7.110821116066088354e-01,3.453342794857245934e-01,4.815451721389297224e-01
1.928971562311261323e-01,5.779305733303894410e-01,5.057118983614000696e-01,3.922466748435425310e-01
2.019262591582986488e-01,3.634106279015900665e-01,3.814039654820577940e-01,7.027420049272847802e-01
1.986342579094682037e-01,7.068171390418089839e-01,5.542408228729585051e-01,4.191475518042007131e-01
2.065890810714989811e-01,4.891706819008478924e-01,3.248495822925738796e-01,6.223283056491598630e-01
2.149234226666862924e-01,4.061618731903359203e-01,3.725874241085208038e-01,6.402767148208652337e-01
2.046996118667934184e-01,4.952150764981275710e-01,5.046829742168245092e-01,4.197744139479523962e-01
2.132728233554743724e-01,5.461748958188773484e-01,5.734992810223815685e-01,4.995215998341237529e-01
2.264161619583830998e-01,3.247444801762454092e-01,4.891367094539927907e-01,5.852245046424793262e-01
2.334401922639628424e-01,5.810411757802438348e-01,7.218369001370549265e-01,5.572689416798103368e-01
2.164490566795009840e-01,5.576252893175263070e-01,6.931750009961430425e-01,3.016490091707937360e-01
2.120179505331876157e-01,4.728728348375292323e-01,6.729294821934662663e-01,4.563630748965185613e-01
2.148253678155995772e-01,4.501762412695367033e-01,3.222916677992024859e-01,5.812444963666177911e-01
2.231020653379900409e-01,4.772341029172011417e-01,4.246978923285103513e-01,6.128713339785499814e-01
2.105923478939217830e-01,4.866322271304998059e-01,5.966026158779625943e-01,4.157903766297549875e-01
2.085857528621488655e-01,5.291009014810682531e-01,5.100985337294743349e-01,4.363723828932007942e-01
2.017287576913133762e-01,5.629268202582563552e-01,3.768798641617197021e-01,5.352640355062304733e-01
2.032183277336727656e-01,5.421730137733505872e-01,2.979808336699871774e-01,5.116894128542234244e-01
2.029897762873815736e-01,5.542406966504640486e-01,3.137215484091703255e-01,4.578563556407109769e-01
2.055642587372972230e-01,7.066615969182279411e-01,5.097415621959779930e-01,5.035538424762324716e-01
2.119875135087809781e-01,3.534935855530939586e-01,3.784165340174984182e-01,5.510429716064374484e-01
2.000073229957735066e-01,6.753949517833066629e-01,7.543049888986990137e-01,2.917240370012347261e-01
1.951673441394561337e-01,3.909158276354521844e-01,4.523459308378990906e-01,3.822727640800183124e-01
1.957510484024496122e-01,5.762774152643731496e-01,3.378419490480927267e-01,4.798312226080732601e-01
2.089915793069394567e-01,4.194787465518985403e-01,4.646007897179160739e-01,7.096390156292257112e-01
1.984728552940779878e-01,4.786082245064340879e-01,6.834076279749490279e-01,4.431214163196907641e-01
2.000482453697358665e-01,4.331337532729030992e-01,3.210555597831081798e-01,4.788675289925277134e-01
1.887660750652031538e-01,4.811346437121233888e-01,5.051637540403959292e-01,3.449050293337173612e-01
1.917233952784656026e-01,5.470282605336238557e-01,4.744656481982919560e-01,4.674451536492702508e-01
1.856196302459096614e-01,4.407695477533230544e-01,5.842728179317002724e-01,4.791871165439555158e-01
1.912256492439823319e-01,6.568969288104992144e-01,3.119451561735564482e-01,3.779891272919423395e-01
1.842137710623390490e-01,6.680305021151812239e-01,2.836567683731942013e-01,4.954570707254628559e-01
2.004146732751053150e-01,3.818550778354272701e-01,5.068592370791979995e-01,5.642806749620261630e-01
1.934431616251330865e-01,5.656096006721365033e-01,4.864815801352922464e-01,4.326732335632723636e-01
2.005078092647991639e-01,4.757485641202678917e-01,4.532882225510058705e-01,5.612586119065664514e-01
2.237511627046018248e-01,3.938954511408051529e-01,5.116476378657445201e-01,7.184772182761840487e-01
2.278732398919771640e-01,6.555628796734755959e-01,3.402050999400690334e-01,4.702991516436886843e-01
2.272486731800356097e-01,5.918910322040878969e-01,4.207686061703612701e-01,4.955240185296274080e-01
2.345677349034289705e-01,3.139944402424669212e-01,4.428193902880390720e-01,6.306067222660984850e-01
2.378600122886709300e-01,3.811123199586349264e-01,4.916629337549537349e-01,4.975259478284691506e-01
2.280867181250556541e-01,4.284495908234539630e-01,6.057377619247633627e-01,4.594889221239846222e-01
2.370936111227948118e-01,4.733227101528756919e-01,4.228410616414129408e-01,5.433562024511886523e-01
2.414845004817394170e-01,3.954593803782954220e-01,3.022157390691088130e-01,6.467944805847700707e-01
2.511929790307263488e-01,7.478461947159280587e-01,4.852522718615872033e-01,5.368609355046380927e-01
2.576821112497214017e-01,5.569185599054194968e-01,3.815158089777069828e-01,4.659222828948957895e-01
2.583803783091056516e-01,4.959374327302896734e-01,4.536985267344328387e-01,5.566978283141468253e-01
2.445862612761686705e-01,8.995679087302560495e-01,7.101364976998087997e-01,1.409049640766233402e-01
2.353693276165884640e-01,3.866335751819496291e-01,5.997895214538475628e-01,4.294405704135169644e-01
2.372179395564160131e-01,5.618765774289655734e-01,4.818063708413115598e-01,5.634137734864895775e-01
2.426360422594058264e-01,4.087361592082400796e-01,2.948625975889196393e-01,5.338277814933364285e-01
2.499233798743247803e-01,4.600812144879032339e-01,3.453475655083561580e-01,7.325069905094148126e-01
